name	type	units	low_cutoff	high_cutoff	sampling_frequency	status	status_description
G72	ECOG	uV	n/a	n/a	512.0	good	n/a
G73	ECOG	uV	n/a	n/a	512.0	good	n/a
G74	ECOG	uV	n/a	n/a	512.0	good	n/a
G75	ECOG	uV	n/a	n/a	512.0	good	n/a
G76	ECOG	uV	n/a	n/a	512.0	good	n/a
G77	ECOG	uV	n/a	n/a	512.0	good	n/a
G78	ECOG	uV	n/a	n/a	512.0	good	n/a
G79	ECOG	uV	n/a	n/a	512.0	good	n/a
G80	ECOG	uV	n/a	n/a	512.0	good	n/a
G81	ECOG	uV	n/a	n/a	512.0	good	n/a
G82	ECOG	uV	n/a	n/a	512.0	good	n/a
G83	ECOG	uV	n/a	n/a	512.0	good	n/a
G84	ECOG	uV	n/a	n/a	512.0	good	n/a
G85	ECOG	uV	n/a	n/a	512.0	good	n/a
G86	ECOG	uV	n/a	n/a	512.0	good	n/a
G87	ECOG	uV	n/a	n/a	512.0	good	n/a
G88	ECOG	uV	n/a	n/a	512.0	good	n/a
G89	ECOG	uV	n/a	n/a	512.0	good	n/a
G90	ECOG	uV	n/a	n/a	512.0	good	n/a
G91	ECOG	uV	n/a	n/a	512.0	good	n/a
G92	ECOG	uV	n/a	n/a	512.0	good	n/a
G93	ECOG	uV	n/a	n/a	512.0	good	n/a
G94	ECOG	uV	n/a	n/a	512.0	good	n/a
G95	ECOG	uV	n/a	n/a	512.0	good	n/a
G96	ECOG	uV	n/a	n/a	512.0	good	n/a
G97	ECOG	uV	n/a	n/a	512.0	good	n/a
G98	ECOG	uV	n/a	n/a	512.0	good	n/a
G99	ECOG	uV	n/a	n/a	512.0	good	n/a
G100	ECOG	uV	n/a	n/a	512.0	good	n/a
G101	ECOG	uV	n/a	n/a	512.0	good	n/a
G102	ECOG	uV	n/a	n/a	512.0	good	n/a
G103	ECOG	uV	n/a	n/a	512.0	good	n/a
G104	ECOG	uV	n/a	n/a	512.0	good	n/a
G105	ECOG	uV	n/a	n/a	512.0	good	n/a
G106	ECOG	uV	n/a	n/a	512.0	good	n/a
G107	ECOG	uV	n/a	n/a	512.0	good	n/a
G108	ECOG	uV	n/a	n/a	512.0	good	n/a
G109	ECOG	uV	n/a	n/a	512.0	good	n/a
G110	ECOG	uV	n/a	n/a	512.0	good	n/a
G111	ECOG	uV	n/a	n/a	512.0	good	n/a
G112	ECOG	uV	n/a	n/a	512.0	good	n/a
G113	ECOG	uV	n/a	n/a	512.0	good	n/a
G114	ECOG	uV	n/a	n/a	512.0	good	n/a
G115	ECOG	uV	n/a	n/a	512.0	good	n/a
G116	ECOG	uV	n/a	n/a	512.0	good	n/a
G117	ECOG	uV	n/a	n/a	512.0	good	n/a
G118	ECOG	uV	n/a	n/a	512.0	good	n/a
G119	ECOG	uV	n/a	n/a	512.0	good	n/a
G120	ECOG	uV	n/a	n/a	512.0	good	n/a
G121	ECOG	uV	n/a	n/a	512.0	good	n/a
G122	ECOG	uV	n/a	n/a	512.0	good	n/a
G123	ECOG	uV	n/a	n/a	512.0	good	n/a
G124	ECOG	uV	n/a	n/a	512.0	good	n/a
G125	ECOG	uV	n/a	n/a	512.0	good	n/a
G126	ECOG	uV	n/a	n/a	512.0	good	n/a
G127	ECOG	uV	n/a	n/a	512.0	good	n/a
G128	ECOG	uV	n/a	n/a	512.0	good	n/a
IT1	ECOG	uV	n/a	n/a	512.0	good	n/a
IT2	ECOG	uV	n/a	n/a	512.0	good	n/a
IT3	ECOG	uV	n/a	n/a	512.0	good	n/a
IT4	ECOG	uV	n/a	n/a	512.0	good	n/a
IF1	ECOG	uV	n/a	n/a	512.0	good	n/a
IF2	ECOG	uV	n/a	n/a	512.0	good	n/a
IF3	ECOG	uV	n/a	n/a	512.0	good	n/a
IF4	ECOG	uV	n/a	n/a	512.0	good	n/a
dAMT1	ECOG	uV	n/a	n/a	512.0	bad	no localization
dAMT2	ECOG	uV	n/a	n/a	512.0	bad	no localization
dAMT3	ECOG	uV	n/a	n/a	512.0	bad	no localization
dAMT4	ECOG	uV	n/a	n/a	512.0	bad	no localization
dAMT5	ECOG	uV	n/a	n/a	512.0	bad	no localization
dAMT6	ECOG	uV	n/a	n/a	512.0	bad	no localization
dPMT1	ECOG	uV	n/a	n/a	512.0	bad	no localization
dPMT2	ECOG	uV	n/a	n/a	512.0	bad	no localization
dPMT3	ECOG	uV	n/a	n/a	512.0	bad	no localization
dPMT4	ECOG	uV	n/a	n/a	512.0	bad	no localization
dPMT5	ECOG	uV	n/a	n/a	512.0	bad	no localization
dPMT6	ECOG	uV	n/a	n/a	512.0	bad	no localization
dAI1	ECOG	uV	n/a	n/a	512.0	bad	no localization
dAI2	ECOG	uV	n/a	n/a	512.0	bad	no localization
dAI3	ECOG	uV	n/a	n/a	512.0	bad	no localization
dAI4	ECOG	uV	n/a	n/a	512.0	bad	no localization
dAI5	ECOG	uV	n/a	n/a	512.0	bad	no localization
dAI6	ECOG	uV	n/a	n/a	512.0	bad	no localization
dPI1	ECOG	uV	n/a	n/a	512.0	bad	no localization
dPI2	ECOG	uV	n/a	n/a	512.0	bad	no localization
dPI3	ECOG	uV	n/a	n/a	512.0	bad	no localization
dPI4	ECOG	uV	n/a	n/a	512.0	bad	no localization
dPI5	ECOG	uV	n/a	n/a	512.0	bad	no localization
dPI6	ECOG	uV	n/a	n/a	512.0	bad	no localization
dMF1	ECOG	uV	n/a	n/a	512.0	bad	no localization
dMF2	ECOG	uV	n/a	n/a	512.0	bad	no localization
dMF3	ECOG	uV	n/a	n/a	512.0	bad	no localization
dMF4	ECOG	uV	n/a	n/a	512.0	bad	no localization
dMF5	ECOG	uV	n/a	n/a	512.0	bad	no localization
dMF6	ECOG	uV	n/a	n/a	512.0	bad	no localization
dSMA1	ECOG	uV	n/a	n/a	512.0	bad	no localization
dSMA2	ECOG	uV	n/a	n/a	512.0	bad	no localization
dSMA3	ECOG	uV	n/a	n/a	512.0	bad	no localization
dSMA4	ECOG	uV	n/a	n/a	512.0	bad	no localization
dSMA5	ECOG	uV	n/a	n/a	512.0	bad	no localization
dSMA6	ECOG	uV	n/a	n/a	512.0	bad	no localization
EKG L	ECG	uV	n/a	n/a	512.0	good	n/a
EKG R	ECG	uV	n/a	n/a	512.0	good	n/a
DC1	MISC	uV	n/a	n/a	512.0	good	n/a
DC2	MISC	uV	n/a	n/a	512.0	good	n/a
DC3	MISC	uV	n/a	n/a	512.0	good	n/a
DC5	MISC	uV	n/a	n/a	512.0	good	n/a
